id,context,en
settings.gameplay.simulation,"Server settings menu — Gameplay tab, heading over the pause control",Simulation
settings.gameplay.pause,Server settings menu — button that pauses the simulation clock,Pause
settings.gameplay.resume,Server settings menu — button that resumes a paused simulation clock,Resume
settings.gameplay.session,"Server settings menu — Gameplay tab, heading over the exit control",Session
settings.gameplay.exit_to_lobby,Server settings menu — ends the current mission and returns everyone to the lobby,[Exit to Lobby]
station.rating.std.name,Display name of the Std station rating (identifier in TOML),STANDARD
station.rating.simplified.name,Display name of the Simplified station rating,SIMPLIFIED
station.rating.backfill.name,"Display name of the implicit Backfill rating (station unmanned, AI operates all its systems)",BACKFILL (AI)
manual.title,Ship manual button tooltip and dialog name,Ship Manual
manual.heading,Ship manual overlay heading; the overlay dismisses on a backdrop tap,[SHIP MANUAL — tap outside to dismiss]
manual.empty,Ship manual — shown when no manual has been received yet,[Ship manual unavailable]
manual.automated_systems,Ship manual — heading above the per-rating list of AI-operated systems,[AI automation by rating]
manual.rating.none,Ship manual — shown for a rating that automates no systems,[none — fully hands-on]
manual.section.shields,Ship manual — heading of the generated Shields system section,Shields
manual.shields.max_hp,"Ship manual — Shields section, base HP per arc. {value} is the number.",[Base strength: {value} HP per arc]
manual.shields.regen,"Ship manual — Shields section, regen per second. {value} is the number.",[Regeneration: {value} HP/s per arc]
manual.shields.arcs,"Ship manual — Shields section, number of shield arcs. {value} is the count.",[Shield arcs: {value}]
manual.section.phaser_bank,Ship manual — heading of a generated Phaser Bank section,Phaser Bank
manual.phaser_bank.beam_range,"Ship manual — Phaser Bank section, beam range in world units. {value} is the number.",[Beam range: {value}]
manual.phaser_bank.beam_damage,"Ship manual — Phaser Bank section, beam damage per second. {value} is the number.",[Beam damage: {value} HP/s]
manual.phaser_bank.cooldown,"Ship manual — Phaser Bank section, cooldown in seconds. {value} is the number.",[Cooldown: {value} s]
manual.phaser_bank.fire_arc,"Ship manual — Phaser Bank section, fire arc in degrees. {value} is the number.",[Fire arc: {value}°]
manual.section.blaster_bank,Ship manual — heading of a generated Blaster Bank section,Blaster Bank
manual.blaster_bank.range,"Ship manual — Blaster Bank section, range in world units. {value} is the number.",Range: {value}
manual.blaster_bank.volley,"Ship manual — Blaster Bank section, projectiles per volley. {value} is the count.",[Volley: {value} shots]
manual.blaster_bank.cooldown,"Ship manual — Blaster Bank section, cooldown in seconds. {value} is the number.",[Cooldown: {value} s]
manual.blaster_bank.fire_arc,"Ship manual — Blaster Bank section, fire arc in degrees. {value} is the number.",[Fire arc: {value}°]
manual.blaster_bank.barrels,"Ship manual — Blaster Bank section, number of barrels. {value} is the count.",Barrels: {value}
manual.section.torpedo_tube,Ship manual — heading of a generated Torpedo Tube section,Torpedo Tube
manual.torpedo_tube.fire_arc,"Ship manual — Torpedo Tube section, launch arc in degrees. {value} is the number.",[Launch arc: {value}°]
manual.torpedo_tube.load_time,"Ship manual — Torpedo Tube section, load time in seconds. {value} is the number.",[Load time: {value} s]
manual.torpedo_tube.volley_max,"Ship manual — Torpedo Tube section, volley capacity. {value} is the count.",[Volley capacity: {value}]
manual.section.torpedo_magazine,Ship manual — heading of the generated Torpedo Magazine section,Torpedo Magazine
manual.torpedo_magazine.capacity,"Ship manual — Torpedo Magazine section, stored torpedoes. {value} is the count.",[Torpedo stores: {value}]
manual.torpedo_magazine.damage_hull,"Ship manual — Torpedo Magazine section, warhead hull damage. {value} is the number.",[Warhead hull damage: {value}]
manual.torpedo_magazine.damage_shields,"Ship manual — Torpedo Magazine section, warhead shield damage. {value} is the number.",[Warhead shield damage: {value}]
manual.torpedo_magazine.tubes,"Ship manual — Torpedo Magazine section, number of launch tubes. {value} is the count.",[Launch tubes: {value}]
manual.section.tactical_radar,Ship manual — heading of the generated Tactical Radar section,Tactical Radar
manual.tactical_radar.range,"Ship manual — Tactical Radar section, range in world units. {value} is the number.",Range: {value}
manual.section.sensors,Ship manual — heading of the generated Sensors section,Sensors
manual.sensors.range,"Ship manual — Sensors section, long-range radar range. {value} is the number.",[Long-range radar: {value}]
manual.section.sensor_radar,Ship manual — heading of the generated Sensor Radar section,Sensor Radar
manual.sensor_radar.range,"Ship manual — Sensor Radar section, radar range in world units. {value} is the number.",Range: {value}
manual.section.power_reactor,Ship manual — heading of the generated Power Reactor section,Power Reactor
manual.power_reactor.capacity,"Ship manual — Power Reactor section, reactor capacity. {value} is the number.",[Reactor capacity: {value}]
manual.power_reactor.power_groups,"Ship manual — Power Reactor section, number of power groups. {value} is the count.",[Power groups: {value}]
manual.section.power_battery,Ship manual — heading of the generated Power Battery section,Power Battery
manual.power_battery.emergency_threshold,"Ship manual — Power Battery section, emergency reserve threshold. {value} is the percentage.",[Emergency reserve: {value}%]
manual.section.repair,Ship manual — heading of the generated Repair section,Repair
manual.repair.teams,"Ship manual — Repair section, number of repair teams. {value} is the count.",[Repair teams: {value}]
manual.repair.rate,"Ship manual — Repair section, repair rate in HP per second. {value} is the number.",[Repair rate: {value} HP/s]
manual.repair.travel,"Ship manual — Repair section, team travel time in seconds. {value} is the number.",[Team travel: {value} s]
manual.section.comms,Ship manual — heading of the generated Comms section,Comms
manual.comms.range,"Ship manual — Comms section, comms range in world units. {value} is the number.",Range: {value}
manual.section.helm_thrust,Ship manual — heading of the generated Helm section,Helm
manual.helm_thrust.max_speed,"Ship manual — Helm section, maximum forward speed. {value} is the number.",[Max speed: {value}]
manual.helm_thrust.max_reverse_speed,"Ship manual — Helm section, maximum reverse speed. {value} is the number.",[Max reverse: {value}]
manual.helm_thrust.max_yaw_rate,"Ship manual — Helm section, maximum turn rate in radians per second. {value} is the number.",[Max turn rate: {value} rad/s]
manual.helm_thrust.impulse_steering,"Ship manual — Helm section, steering multiplier while impulse is engaged. {value} is the number.",[Impulse steering: {value}×]
manual.helm_thrust.movement_mode,"Ship manual — Helm section, vertical movement mode. {value} is the resolved mode name.",[Movement mode: {value}]
manual.helm_thrust.movement_mode.planar,Ship manual — Helm movement mode value: planar (surface-plane only),Planar
manual.helm_thrust.movement_mode.bounded,Ship manual — Helm movement mode value: bounded vertical motion,Bounded vertical
